FREQUENCIA,NOME,GEOMETRY
NOTURNO - SEG/QUA/SEX,203280 - SER IX - BARROSO II,"MULTIPOLYGON (((-38.50320689076226 -3.821306143161764, -38.5085198524721 -3.820660805743373, -38.5150749456858 -3.820266591760179, -38.51914576374755 -3.817971352683255, -38.5192285198917 -3.819969421065406, -38.51710970955627 -3.821093983114662, -38.51712109987245 -3.821904647062903, -38.5143232307819 -3.822243415947325, -38.51367491804113 -3.822310801679086, -38.51378753286584 -3.823342876702136, -38.51393937739418 -3.824246252183059, -38.5121851086285 -3.825127126548094, -38.51329482774558 -3.826396830411401, -38.51368056755185 -3.826217913368637, -38.5144321940277 -3.827867615225615, -38.5114302131317 -3.829200849479, -38.50965078480199 -3.829816883001673, -38.50490175123361 -3.831064593634938, -38.50492024671265 -3.830542954851839, -38.50491383141437 -3.829058739654414, -38.50470424133978 -3.827683953759704, -38.50394572837965 -3.825045425981346, -38.50367566365326 -3.823836968009279, -38.50340767881561 -3.822465246411678, -38.50320689076226 -3.821306143161764)))"
INTEGRAL SEG/QUA/SEX,203365 - SER VIII - CAJAZEIRAS,"MULTIPOLYGON (((-38.5125357275953 -3.811777754542908, -38.51135797452889 -3.811709625318226, -38.51054602536452 -3.81230202756658, -38.50837711731768 -3.813151863893367, -38.50669349521377 -3.81395478136301, -38.50613733997277 -3.812252927851541, -38.50328701198252 -3.812869150103268, -38.50110615079562 -3.813319123284379, -38.50083201592221 -3.812357118079104, -38.50060373231769 -3.811508500114706, -38.50058162816881 -3.810807198222534, -38.5006849945874 -3.810227369699167, -38.50079085907555 -3.809595750475479, -38.50103434158468 -3.808857914910506, -38.50206039831117 -3.806706474678132, -38.50288127934103 -3.805121388415056, -38.50444521965292 -3.801597543983123, -38.50536233387059 -3.799680058771469, -38.50789290949349 -3.794125575494572, -38.51253336474397 -3.79656366540945, -38.51180329032647 -3.79811819599472, -38.51281439575129 -3.798645336230332, -38.51170808773144 -3.800933634067617, -38.5122399556733 -3.800989873790898, -38.51221214559035 -3.805674410972987, -38.5121699429378 -3.807067703356847, -38.5085812854681 -3.805273113808632, -38.50942753001814 -3.809023234092186, -38.51474435372138 -3.808874785646231, -38.51449460028028 -3.80996864207172, -38.51481149108128 -3.811297681071863, -38.5125357275953 -3.811777754542908)))"
NOTURNO - SEG/QUA/SEX,203370 - SER VI - PARQUE IRACEMA,"MULTIPOLYGON (((-38.50520872774528 -3.799592512523384, -38.50394713569767 -3.80212187395194, -38.50344681796374 -3.803459950522385, -38.50233561516519 -3.805747137019079, -38.50134236805629 -3.807856806324044, -38.50071277466104 -3.809340661137806, -38.50039728815265 -3.81065634469018, -38.499697756471 -3.811881798440001, -38.49925870224364 -3.812733374304889, -38.49500193258021 -3.810870064224789, -38.4917555415489 -3.809484237270698, -38.49032942328952 -3.80834539195874, -38.49085537576637 -3.807035598415208, -38.49576299166883 -3.805757074698933, -38.49498152496138 -3.802886829711417, -38.49609940693726 -3.802621162713616, -38.49792927603254 -3.800241732052253, -38.49892021086206 -3.79946725272547, -38.49986934958852 -3.797328085118414, -38.50520872774528 -3.799592512523384)))"
NOTURNO - SEG/QUA/SEX,203376 - SER V - GENIBAU II,"MULTIPOLYGON (((-38.59395202731606 -3.781310155660257, -38.59439599945263 -3.779965035378306, -38.59553913911346 -3.778541442506139, -38.59591579323311 -3.777626258271922, -38.59543154004931 -3.776962733159083, -38.59532658943763 -3.776584886469971, -38.59546177164241 -3.775824819580446, -38.59571423096678 -3.775127731969832, -38.59611267340256 -3.774789270127782, -38.59661911563042 -3.773739126901258, -38.5961104243349 -3.773216226046037, -38.59614118218875 -3.772880312916774, -38.59641112353621 -3.772783655516857, -38.59669592235594 -3.772543163475707, -38.5970834001915 -3.772298165080704, -38.59782026815706 -3.772008351081403, -38.59791799887768 -3.772865712803423, -38.59840095683235 -3.773407901744617, -38.6002326897745 -3.773204507692278, -38.60126589466861 -3.774437946469849, -38.60175907321428 -3.774706059722778, -38.60596395523105 -3.775275616055356, -38.60671808931439 -3.777796749591737, -38.60287787728058 -3.778854604114653, -38.59395202731606 -3.781310155660257)))"
NOTURNO - SEG/QUA/SEX,20340 - SER III - QUINTINO CUNHA I,"MULTIPOLYGON (((-38.6003607687386 -3.724080343293061, -38.60191383354258 -3.723644131614833, -38.60260683228655 -3.723457663349395, -38.60593514748667 -3.722469894774856, -38.60592093940231 -3.722704937577609, -38.60558588240311 -3.722729076878776, -38.60573750289336 -3.723397271218023, -38.60561691304137 -3.724367469580852, -38.60487166352984 -3.725001074786349, -38.60513964438923 -3.725934841315223, -38.6052276839716 -3.726586100647786, -38.60562503774401 -3.727222264061703, -38.60556939094612 -3.727737932536458, -38.60526252765343 -3.727979060292696, -38.6048627 -3.72864, -38.6037911557049 -3.73043659311239, -38.60308527742892 -3.727625204691484, -38.59874515179526 -3.729012728889976, -38.5983288 -3.7274623, -38.59744134133899 -3.724905581265073, -38.6003607687386 -3.724080343293061)))"
NOTURNO - SEG/QUA/SEX,203424 - SER XI - GRANJA LISBOA IV,"MULTIPOLYGON (((-38.60721017554614 -3.770732408534275, -38.60725882286886 -3.771098669575775, -38.60919475186267 -3.772754998604844, -38.61018245627275 -3.771599267624302, -38.61166917444498 -3.772761705803069, -38.61380136621235 -3.770060083779906, -38.61398859514592 -3.771062062070421, -38.61429218231996 -3.771390040974732, -38.61596270518891 -3.770099107929946, -38.61644409685096 -3.769976626708989, -38.61685759948914 -3.771414177044006, -38.61700563431256 -3.771538012158888, -38.61724702163313 -3.772243185050874, -38.6173744032871 -3.77225959077206, -38.61779706132013 -3.773545654076131, -38.61990956360685 -3.774050325513954, -38.62144913739679 -3.776978261990338, -38.62090936388997 -3.776988674643665, -38.61982360488257 -3.7768579531325, -38.61929020899642 -3.776813095463377, -38.61822090219421 -3.776720875252295, -38.61676374989872 -3.776526415731589, -38.607697626032 -3.775417539379927, -38.60780379816485 -3.774354749454775, -38.60725695370827 -3.772540358905252, -38.60651641363685 -3.76991481309555, -38.60721017554614 -3.770732408534275)))"
NOTURNO - SEG/QUA/SEX,20360 - SER II - MEIRELES I,"MULTIPOLYGON (((-38.49834305067987 -3.736192769155018, -38.49350537887548 -3.737809555395151, -38.49218086750813 -3.733813162402279, -38.49067435460574 -3.728869733553693, -38.49108190022251 -3.72781354276907, -38.49129342726216 -3.7266243693465, -38.49548151695031 -3.727256534643507, -38.49603085121371 -3.729355646335974, -38.49834305067987 -3.736192769155018)))"
NOTURNO - SEG/QUA/SEX,20361 - SER II - MEIRELES II,"MULTIPOLYGON (((-38.5032303972149 -3.734632799921958, -38.50229014094951 -3.734954098851992, -38.501198943475 -3.735278909388663, -38.49839615433094 -3.736219530098258, -38.4960580841312 -3.729355111251905, -38.49549232697465 -3.727249299245492, -38.49843744255686 -3.726377549994534, -38.50039297692391 -3.725757631077132, -38.5032303972149 -3.734632799921958)))"
NOTURNO - SEG/QUA/SEX,20362 - SER II - MEIRELES III,"MULTIPOLYGON (((-38.50321550196499 -3.734629635046533, -38.50039319615961 -3.725754017913233, -38.50194554857269 -3.725259915592491, -38.50543481895165 -3.7236145372366, -38.50844442899987 -3.73289018233376, -38.50321550196499 -3.734629635046533)))"
NOTURNO - SEG/QUA/SEX,20363 - SER II - MEIRELES IV,"MULTIPOLYGON (((-38.50844813318629 -3.73288977615515, -38.50540691074253 -3.723528440271217, -38.51059561702319 -3.720925020872416, -38.51150634420152 -3.720646903810072, -38.51472281140074 -3.730906931257258, -38.50844813318629 -3.73288977615515)))"
NOTURNO - SEG/QUA/SEX,20364 - SER XII - PRAIA DE IRACEMA,"MULTIPOLYGON (((-38.5133294517971 -3.719817958264068, -38.51982257412696 -3.718636493567715, -38.51980728787212 -3.720841465655386, -38.51932212962846 -3.72072284836064, -38.51932242163368 -3.720749081647841, -38.51507450113579 -3.72023223392398, -38.5134906618269 -3.720466848385489, -38.5133294517971 -3.719817958264068)))"
NOTURNO - SEG/QUA/SEX,20364 - SER XII - PRAIA DE IRACEMA,"MULTIPOLYGON (((-38.5193119241788 -3.720747733334192, -38.51933755911425 -3.723229907580723, -38.51984610099373 -3.724329733302831, -38.51756539012945 -3.725096858048451, -38.51889171188358 -3.729444907986586, -38.51485111077236 -3.730848281610486, -38.51161535792892 -3.720753806027226, -38.51507450428825 -3.720230105094814, -38.5193119241788 -3.720747733334192)))"
NOTURNO - SEG/QUA/SEX,20365 - SER XII - CENTRO I,"MULTIPOLYGON (((-38.5353352769547 -3.729943925854677, -38.532981979797 -3.72197630587933, -38.53278969683243 -3.721102413081778, -38.53580466447992 -3.720166726196498, -38.53524179527216 -3.718228835385418, -38.53518212551554 -3.718053273321257, -38.53585282037578 -3.717897455832438, -38.53687001667468 -3.718094836572329, -38.53934555183561 -3.717388894066228, -38.54200776261407 -3.715403022600754, -38.54103156411114 -3.722734986010984, -38.54127329018296 -3.723064594196785, -38.54170783679007 -3.724572380473957, -38.54070408104432 -3.72492702613529, -38.54026590593844 -3.728364110523144, -38.5353352769547 -3.729943925854677)))"
NOTURNO - SEG/QUA/SEX,20366 - SER XII - CENTRO II,"MULTIPOLYGON (((-38.51989884221288 -3.724487452376143, -38.52297371174402 -3.734028524859439, -38.52394035918034 -3.736838735583722, -38.51760300018325 -3.738917262848666, -38.51668102737369 -3.736029243565095, -38.51640666446072 -3.736125753212295, -38.51487958782113 -3.73089180309035, -38.51898620950436 -3.729503860711469, -38.5177216333575 -3.725201173064931, -38.51989884221288 -3.724487452376143)))"
NOTURNO - SEG/QUA/SEX,20367 - SER II - ALDEOTA I,"MULTIPOLYGON (((-38.50385414204693 -3.743203415569753, -38.49600163549853 -3.745644420308082, -38.49353847477779 -3.737873172273337, -38.49837367225062 -3.7362222342711, -38.50122778942803 -3.735297855840053, -38.50153949695357 -3.736295489803215, -38.50385414204693 -3.743203415569753)))"
NOTURNO - SEG/QUA/SEX,20368 - SER II - ALDEOTA II,"MULTIPOLYGON (((-38.51106488440254 -3.740930434877855, -38.51155776880834 -3.74255705003154, -38.50631668393221 -3.744212716917331, -38.50577950486971 -3.742604471474055, -38.50385970075843 -3.743197084780859, -38.50122654714058 -3.735292923302584, -38.50843664052912 -3.732950864116581, -38.51016793225276 -3.738305580045622, -38.51035834071763 -3.738767428423472, -38.51106488440254 -3.740930434877855)))"
NOTURNO - SEG/QUA/SEX,20369 - SER II - ALDEOTA III,"MULTIPOLYGON (((-38.51660089871257 -3.736137226704481, -38.51751778333323 -3.738956705961614, -38.52391581150913 -3.736891270625399, -38.52310843720489 -3.741011377697534, -38.52147861358354 -3.740911458063706, -38.51389878417443 -3.742380075751975, -38.51375324784775 -3.741879238120581, -38.51155574933578 -3.742574108147616, -38.51023178207154 -3.738427002524141, -38.51018909400839 -3.738363594362454, -38.50847277681565 -3.732891073502519, -38.51469758400051 -3.730933086823934, -38.51634861411965 -3.73614217115469, -38.51660089871257 -3.736137226704481)))"
NOTURNO - SEG/QUA/SEX,20370 - SER II - JOAQUIM TAVORA I,"MULTIPOLYGON (((-38.50730196362039 -3.743897119925505, -38.51374657803873 -3.741882178099228, -38.51594508327675 -3.748752802395667, -38.51575760296559 -3.748954136600219, -38.51550219056908 -3.750109595573618, -38.51512413245345 -3.751843111271222, -38.51731256173785 -3.752062317453391, -38.51711707859388 -3.753121329448479, -38.514936700554 -3.752885928368861, -38.50885986081208 -3.752207340423579, -38.50629831612321 -3.744245109366972, -38.50730196362039 -3.743897119925505)))"
NOTURNO - SEG/QUA/SEX,20371 - SER II - JOAQUIM TAVORA II,"MULTIPOLYGON (((-38.51389968128337 -3.74235906045385, -38.5214332088329 -3.740919406239816, -38.52311574676264 -3.741017614080259, -38.52063400110114 -3.752767297390821, -38.52049144848141 -3.753549663708229, -38.51714204490689 -3.753145119069643, -38.51734693705474 -3.752019065196947, -38.51515836497607 -3.751835216112174, -38.51577122662536 -3.748982018090918, -38.51596599506235 -3.748764275216621, -38.51389968128337 -3.74235906045385)))"
INTEGRAL SEG/QUA/SEX,20372 - SER VII - LUCIANO CAVALCANTE I,"MULTIPOLYGON (((-38.48145321179338 -3.778158254024589, -38.48319672610737 -3.778306980538006, -38.49260928284075 -3.775564545651788, -38.4931408842902 -3.775234762811487, -38.49619357680108 -3.774057960557927, -38.49831975517456 -3.773604137587179, -38.49895530743418 -3.7734152161102, -38.49773238603995 -3.769502552835834, -38.49700675205613 -3.767740608721166, -38.49889201642348 -3.7670078616976, -38.49937853632603 -3.768495028465913, -38.49975347181024 -3.769604913149513, -38.50113211357998 -3.769082024247865, -38.50157772692754 -3.770379986361669, -38.50449069568708 -3.769505873215475, -38.50513730857019 -3.772587923750069, -38.50389935883754 -3.772877255713201, -38.50374720724059 -3.774360354298337, -38.5023777409776 -3.775363111910299, -38.50131705481492 -3.775876146163465, -38.49972664644568 -3.776280401447778, -38.49969482923054 -3.777036910038563, -38.49917513590098 -3.777599510496155, -38.49909068160806 -3.778183564448972, -38.49895301003811 -3.779004719930597, -38.49878331023071 -3.779388498344345, -38.49761367183534 -3.779724992389522, -38.49634901946518 -3.780639270122941, -38.49575560282871 -3.781420730388529, -38.49548320043164 -3.781563280452442, -38.4951098369279 -3.781954090287147, -38.49478902533338 -3.782978491056094, -38.49392369567002 -3.783227854358896, -38.49487324932077 -3.786530080525985, -38.49294815088552 -3.787055818086539, -38.49153394802331 -3.786665007287116, -38.49054025283247 -3.786710038661297, -38.48658746475532 -3.787248213614988, -38.48576168382733 -3.787354966009567, -38.48066725742025 -3.786865906604986, -38.48145321179338 -3.778158254024589)))"
INTEGRAL SEG/QUA/SEX,20373 - SER VII - LUCIANO CAVALCANTE II,"MULTIPOLYGON (((-38.48195892312664 -3.771447985065578, -38.48395783627916 -3.771591496302811, -38.48442384321861 -3.771445500005533, -38.48505566703427 -3.770810424159055, -38.48641214912857 -3.770430704060893, -38.48638542507757 -3.76929830833906, -38.48707915169875 -3.769017951605054, -38.48716988973361 -3.768783349297507, -38.48897465979812 -3.768230012000984, -38.4898574234025 -3.768252840999486, -38.4912284040256 -3.767829582658164, -38.49154194445609 -3.76844936557426, -38.49603606400427 -3.765705405793215, -38.49750153523664 -3.769507290163701, -38.49877468615938 -3.773299016329338, -38.49605518837563 -3.77395297303626, -38.49292504720143 -3.775183410927465, -38.49244650228234 -3.775468760995294, -38.48310391820584 -3.778217432824222, -38.48144958484257 -3.778090010550597, -38.48195892312664 -3.771447985065578)))"
NOTURNO - SEG/QUA/SEX,20374 - SER II - DIONISIO TORRES II,"MULTIPOLYGON (((-38.49960173376068 -3.751035596762142, -38.49767808885041 -3.7508099881626, -38.49603222467889 -3.745639914530028, -38.50578581443398 -3.742617063725002, -38.50629688602353 -3.744216272772309, -38.50696897310579 -3.746467472808421, -38.50883395881828 -3.752207116872178, -38.49960173376068 -3.751035596762142)))"
DIURNO - SEG,211377 - SER XI - DOM LUSTOSA 2,"MULTIPOLYGON (((-38.58772563608223 -3.747886762384887, -38.58855232280226 -3.7482966126515, -38.58877422585136 -3.748882231879251, -38.592754304708 -3.75656317497246, -38.5921525202879 -3.75696392815619, -38.59305158286286 -3.759005528486965, -38.59008398328893 -3.760589109912141, -38.58902363102565 -3.758587470800679, -38.58603207982458 -3.760164256721875, -38.58259242217515 -3.753676165072394, -38.58618925652546 -3.746541281403636, -38.58772563608223 -3.747886762384887)))"
DIURNO - SEG,211379 - SER XI - PICI 2,"MULTIPOLYGON (((-38.58266176912735 -3.748678307138563, -38.58324771141824 -3.748207570578267, -38.5847637972847 -3.748295879431075, -38.58469222735069 -3.749142255379759, -38.58291378033746 -3.752983805362134, -38.57881939367486 -3.755851020521137, -38.57890471464617 -3.755452255065706, -38.57869646145343 -3.755113226531795, -38.57719479377778 -3.756011258250401, -38.57577497643617 -3.754471110120098, -38.58200099556607 -3.748059365650104, -38.58266176912735 -3.748678307138563)))"
DIURNO - SEG,211381 - SER XI - JOQUEY I 2,"MULTIPOLYGON (((-38.57913724699266 -3.770066675626125, -38.57308834837295 -3.773313662193124, -38.57070062877568 -3.770938455802286, -38.57038444592208 -3.770190381449695, -38.57015786079135 -3.768716329747513, -38.56954831077843 -3.767202904379733, -38.56804262370212 -3.766040289162329, -38.5668418356662 -3.764092476562661, -38.56852957421404 -3.763242851043368, -38.57151243455571 -3.761584377241147, -38.57421100508839 -3.760338155170909, -38.57913724699266 -3.770066675626125)))"
DIURNO - SEG,211383 - SER XI - HENRIQUE JORGE 2,"MULTIPOLYGON (((-38.59956854491821 -3.74872798471452, -38.60016363637995 -3.74945945511623, -38.60028261041407 -3.752074863932639, -38.60093818540155 -3.753028990181637, -38.60103578119603 -3.754563656103453, -38.59947407620991 -3.755049414441572, -38.59878108888325 -3.755821640985249, -38.59848875137995 -3.757450276472951, -38.59641369055483 -3.760535224910221, -38.59586486373605 -3.76111319020189, -38.59529109053344 -3.761856211902067, -38.59495450833525 -3.762758281248424, -38.59485303728916 -3.764309951128066, -38.5926514020357 -3.765551297718067, -38.59004676619257 -3.760625641766643, -38.59310594196374 -3.759000703043151, -38.59206450389842 -3.756870929902331, -38.59382867933852 -3.755904285200061, -38.59930260140224 -3.754821505919757, -38.59953213588926 -3.749055900565403, -38.59909149200861 -3.74846042148675, -38.59956854491821 -3.74872798471452)))"
DIURNO - SEG,211385 - SER XI - HENRIQUE JORGE I 2,"MULTIPOLYGON (((-38.59260946028864 -3.765549866160146, -38.58403768485019 -3.770174046759816, -38.58295500897923 -3.768170622261505, -38.58413120698312 -3.76742805583278, -38.58167147826851 -3.76254953734152, -38.58898060167376 -3.758602058919438, -38.59260946028864 -3.765549866160146)))"
DIURNO - SEG,211387 - SER XI - JOQUEY III 2,"MULTIPOLYGON (((-38.57587665540468 -3.759489180931335, -38.57649879526528 -3.759139227300786, -38.57869227328276 -3.762960856822546, -38.57874785150882 -3.763926311422102, -38.581632995795 -3.762494250433496, -38.58416910468375 -3.767420004307545, -38.57917392190359 -3.770111779942895, -38.57396068212037 -3.76003475494993, -38.57546535209335 -3.75892072192815, -38.57587665540468 -3.759489180931335)))"
DIURNO - SEG,211388 - SER XI - JOQUEY II 2,"MULTIPOLYGON (((-38.58262322029484 -3.774652552533945, -38.58202420946848 -3.775234440463649, -38.58170064691434 -3.775233462291733, -38.58139184808788 -3.775401750324042, -38.57903740406148 -3.776010381392226, -38.57811492059956 -3.776301118687482, -38.57695041293619 -3.776492181401355, -38.57619712966353 -3.776845938469657, -38.57306636220543 -3.773353513553354, -38.57997176613952 -3.769740492964551, -38.58262322029484 -3.774652552533945)))"
DIURNO - SEG,211390 - SER XI - JOAO XXIII 2,"MULTIPOLYGON (((-38.5940780168768 -3.770049381267034, -38.59428088515241 -3.771032599875548, -38.59546891976321 -3.771800037121254, -38.59272085625425 -3.774005958006073, -38.59093784119159 -3.772471701583556, -38.58858409367721 -3.774049236184529, -38.58665615013263 -3.773893833538431, -38.5847905519707 -3.77302893389202, -38.58382214971663 -3.77360667906102, -38.58260687631401 -3.774668060884666, -38.58003422331358 -3.769687206696165, -38.58295728916779 -3.768153452069599, -38.58403539106847 -3.770174850849735, -38.59483487979433 -3.764404633504549, -38.5940780168768 -3.770049381267034)))"
DIURNO - SEG,211392 - SER V - BOM SUCESSO III 2,"MULTIPOLYGON (((-38.58792903108041 -3.775494089022319, -38.58779136548365 -3.777420457890484, -38.58821981250387 -3.779226077233759, -38.58032447951274 -3.781376181605376, -38.57875832355609 -3.779666018584243, -38.57622076525398 -3.776832660437683, -38.57699004843658 -3.776511873638194, -38.5790396165638 -3.776009176980033, -38.58203771473939 -3.775182493438192, -38.58380117562392 -3.773614684818481, -38.58480310496937 -3.773069842888747, -38.58670206531763 -3.7739363873205, -38.58855393510412 -3.774078018186144, -38.58792903108041 -3.775494089022319)))"
DIURNO - SEG,211394 - SER V - BOM SUCESSO I 2,"MULTIPOLYGON (((-38.59267693989668 -3.774031788832356, -38.59410879956481 -3.772909714700945, -38.59550754744814 -3.771772220912072, -38.59598445221052 -3.772124420237367, -38.59615842916564 -3.773799656604306, -38.59502433330668 -3.775842502335006, -38.59223667998853 -3.776543097719432, -38.5925524208921 -3.778009023389731, -38.58822490134882 -3.779206298729942, -38.58780722498385 -3.777494024973747, -38.58787677696768 -3.775501265552331, -38.58857836205939 -3.774120741204989, -38.59096973816969 -3.772539052030241, -38.59207996081061 -3.773392433016187, -38.59267693989668 -3.774031788832356)))"
DIURNO - SEG,211396 - SER V - BOM SUCESSO II 2,"MULTIPOLYGON (((-38.58908307398595 -3.787818381680798, -38.58969425473574 -3.788583527349609, -38.58876341317292 -3.790954278474708, -38.58852694422735 -3.790757114008049, -38.58500120161414 -3.787201385816119, -38.5802992284511 -3.781370711233687, -38.58687872985698 -3.779558804542131, -38.58908307398595 -3.787818381680798)))"
DIURNO - QUA/SEX,261378 - SER XI - DOM LUSTOSA 4 6,"MULTIPOLYGON (((-38.58772563608223 -3.747886762384887, -38.58855232280226 -3.7482966126515, -38.58877422585136 -3.748882231879251, -38.592754304708 -3.75656317497246, -38.5921525202879 -3.75696392815619, -38.59305158286286 -3.759005528486965, -38.59008398328893 -3.760589109912141, -38.58902363102565 -3.758587470800679, -38.58603207982458 -3.760164256721875, -38.58259242217515 -3.753676165072394, -38.58618925652546 -3.746541281403636, -38.58772563608223 -3.747886762384887)))"
DIURNO - QUA/SEX,261380 - SER XI - PICI 4 6,"MULTIPOLYGON (((-38.58266176912735 -3.748678307138563, -38.58324771141824 -3.748207570578267, -38.5847637972847 -3.748295879431075, -38.58469222735069 -3.749142255379759, -38.58291378033746 -3.752983805362134, -38.57881939367486 -3.755851020521137, -38.57890471464617 -3.755452255065706, -38.57869646145343 -3.755113226531795, -38.57719479377778 -3.756011258250401, -38.57577497643617 -3.754471110120098, -38.58200099556607 -3.748059365650104, -38.58266176912735 -3.748678307138563)))"
DIURNO - QUA/SEX,261382 - SER XI - JOQUEY I 4 6,"MULTIPOLYGON (((-38.57913724699266 -3.770066675626125, -38.57308834837295 -3.773313662193124, -38.57070062877568 -3.770938455802286, -38.57038444592208 -3.770190381449695, -38.57015786079135 -3.768716329747513, -38.56954831077843 -3.767202904379733, -38.56804262370212 -3.766040289162329, -38.5668418356662 -3.764092476562661, -38.56852957421404 -3.763242851043368, -38.57151243455571 -3.761584377241147, -38.57421100508839 -3.760338155170909, -38.57913724699266 -3.770066675626125)))"
DIURNO - QUA/SEX,261384 - SER XI - HENRIQUE JORGE 4 6,"MULTIPOLYGON (((-38.59956854491821 -3.74872798471452, -38.60016363637995 -3.74945945511623, -38.60028261041407 -3.752074863932639, -38.60093818540155 -3.753028990181637, -38.60103578119603 -3.754563656103453, -38.59947407620991 -3.755049414441572, -38.59878108888325 -3.755821640985249, -38.59848875137995 -3.757450276472951, -38.59641369055483 -3.760535224910221, -38.59586486373605 -3.76111319020189, -38.59529109053344 -3.761856211902067, -38.59495450833525 -3.762758281248424, -38.59485303728916 -3.764309951128066, -38.5926514020357 -3.765551297718067, -38.59004676619257 -3.760625641766643, -38.59310594196374 -3.759000703043151, -38.59206450389842 -3.756870929902331, -38.59382867933852 -3.755904285200061, -38.59930260140224 -3.754821505919757, -38.59953213588926 -3.749055900565403, -38.59909149200861 -3.74846042148675, -38.59956854491821 -3.74872798471452)))"
DIURNO - QUA/SEX,261386 - SER XI - HENRIQUE JORGE I 4 6,"MULTIPOLYGON (((-38.59260946028864 -3.765549866160146, -38.58403768485019 -3.770174046759816, -38.58295500897923 -3.768170622261505, -38.58413120698312 -3.76742805583278, -38.58167147826851 -3.76254953734152, -38.58898060167376 -3.758602058919438, -38.59260946028864 -3.765549866160146)))"
DIURNO - QUA/SEX,261389 - SER XI - JOQUEY II 4 6,"MULTIPOLYGON (((-38.58262322029484 -3.774652552533945, -38.58202420946848 -3.775234440463649, -38.58170064691434 -3.775233462291733, -38.58139184808788 -3.775401750324042, -38.57903740406148 -3.776010381392226, -38.57811492059956 -3.776301118687482, -38.57695041293619 -3.776492181401355, -38.57619712966353 -3.776845938469657, -38.57306636220543 -3.773353513553354, -38.57997176613952 -3.769740492964551, -38.58262322029484 -3.774652552533945)))"
DIURNO - QUA/SEX,261391 - SER XI - JOAO XXIII 4 6,"MULTIPOLYGON (((-38.5940780168768 -3.770049381267034, -38.59428088515241 -3.771032599875548, -38.59546891976321 -3.771800037121254, -38.59272085625425 -3.774005958006073, -38.59093784119159 -3.772471701583556, -38.58858409367721 -3.774049236184529, -38.58665615013263 -3.773893833538431, -38.5847905519707 -3.77302893389202, -38.58382214971663 -3.77360667906102, -38.58260687631401 -3.774668060884666, -38.58003422331358 -3.769687206696165, -38.58295728916779 -3.768153452069599, -38.58403539106847 -3.770174850849735, -38.59483487979433 -3.764404633504549, -38.5940780168768 -3.770049381267034)))"
DIURNO - QUA/SEX,261393 - SER V - BOM SUCESSO III 4 6,"MULTIPOLYGON (((-38.58792903108041 -3.775494089022319, -38.58779136548365 -3.777420457890484, -38.58821981250387 -3.779226077233759, -38.58032447951274 -3.781376181605376, -38.57875832355609 -3.779666018584243, -38.57622076525398 -3.776832660437683, -38.57699004843658 -3.776511873638194, -38.5790396165638 -3.776009176980033, -38.58203771473939 -3.775182493438192, -38.58380117562392 -3.773614684818481, -38.58480310496937 -3.773069842888747, -38.58670206531763 -3.7739363873205, -38.58855393510412 -3.774078018186144, -38.58792903108041 -3.775494089022319)))"
DIURNO - QUA/SEX,261395 - SER V - BOM SUCESSO I 4 6,"MULTIPOLYGON (((-38.59267693989668 -3.774031788832356, -38.59410879956481 -3.772909714700945, -38.59550754744814 -3.771772220912072, -38.59598445221052 -3.772124420237367, -38.59615842916564 -3.773799656604306, -38.59502433330668 -3.775842502335006, -38.59223667998853 -3.776543097719432, -38.5925524208921 -3.778009023389731, -38.58822490134882 -3.779206298729942, -38.58780722498385 -3.777494024973747, -38.58787677696768 -3.775501265552331, -38.58857836205939 -3.774120741204989, -38.59096973816969 -3.772539052030241, -38.59207996081061 -3.773392433016187, -38.59267693989668 -3.774031788832356)))"
DIURNO - QUA/SEX,261397 - SER V - BOM SUCESSO II 4 6,"MULTIPOLYGON (((-38.58908307398595 -3.787818381680798, -38.58969425473574 -3.788583527349609, -38.58876341317292 -3.790954278474708, -38.58852694422735 -3.790757114008049, -38.58500120161414 -3.787201385816119, -38.5802992284511 -3.781370711233687, -38.58687872985698 -3.779558804542131, -38.58908307398595 -3.787818381680798)))"
DIURNO - TER/QUI/SAB,30105 - SER I - ALVARO WEYNE,"MULTIPOLYGON (((-38.58230368355405 -3.708687316331601, -38.58447474408197 -3.707229706300375, -38.58700979572686 -3.708853195225732, -38.58811476751173 -3.709767539701697, -38.59015431995111 -3.70878798265778, -38.5886949344578 -3.714370955429358, -38.58112273518023 -3.715173973183882, -38.57990208900499 -3.715570147953009, -38.5779069176682 -3.710370310616028, -38.58009944188461 -3.709577620610581, -38.58088344705092 -3.711218253263759, -38.58424333949908 -3.710821039387173, -38.58230368355405 -3.708687316331601)))"
DIURNO - TER/QUI/SAB,301127 - SER IV - VILA PERY I,"MULTIPOLYGON (((-38.58864930383723 -3.790891510642874, -38.58635962195816 -3.796575147206164, -38.58420962682949 -3.794228442654062, -38.5830243979708 -3.795346349251512, -38.57845535332871 -3.79040869874241, -38.58371492006191 -3.785385382391561, -38.58864930383723 -3.790891510642874)))"
DIURNO - TER/QUI/SAB,301129 - SER IV - VILA PERY II,"MULTIPOLYGON (((-38.58369991474764 -3.785388420648075, -38.57846347613183 -3.790390088197554, -38.56738066221286 -3.778511519059526, -38.56430492489119 -3.776161299372587, -38.56542524847612 -3.774816898012564, -38.56604536119601 -3.775345571406567, -38.57742652022827 -3.782502494525558, -38.57919071384718 -3.781369335653311, -38.5787662683583 -3.780890500102144, -38.57937440881581 -3.780454184696173, -38.58369991474764 -3.785388420648075)))"
